iter	Logloss
141	0.3029753338
142	0.3029456503
143	0.3029082181
144	0.3028730226
145	0.3028428061
146	0.3028087116
147	0.3027619296
148	0.3027242948
149	0.3026933515
150	0.3026575533
151	0.3026262942
152	0.3025866383
153	0.3025602269
154	0.3025257765
155	0.3025022479
156	0.3024696898
157	0.3024430605
158	0.3024218963
159	0.3023917154
160	0.3023568023
161	0.3023294041
162	0.3023004013
163	0.302276673
164	0.3022370907
165	0.3022109502
166	0.3021812751
167	0.3021513395
168	0.3021224669
169	0.3021026749
170	0.3020697511
171	0.302044297
172	0.3020156529
173	0.301992579
174	0.3019679802
175	0.3019347128
176	0.3019057521
177	0.301875195
178	0.3018457016
179	0.3018231255
180	0.3017995089
181	0.3017723677
182	0.3017462259
183	0.3017326385
184	0.3017092351
185	0.3016809805
186	0.3016623483
187	0.3016379114
188	0.3016152215
189	0.3015959419
190	0.3015681348
191	0.3015463267
192	0.3015160834
193	0.3014890961
194	0.3014668668
195	0.3014480911
196	0.3014229965
197	0.3013954095
198	0.3013826839
199	0.3013606623
200	0.3013405639
201	0.3013185109
202	0.3013081458
203	0.3012941684
204	0.3012739478
205	0.3012502355
206	0.3012319215
207	0.3012089371
208	0.301185093
209	0.3011681915
210	0.3011557568
211	0.3011371676
212	0.3011179024
213	0.3011034251
214	0.3010746289
215	0.3010568352
216	0.3010314968
217	0.3010086906
218	0.3009853744
219	0.3009666529
220	0.3009477952
221	0.3009367737
222	0.3009176326
223	0.3008945266
224	0.3008754247
225	0.3008488349
226	0.3008369382
227	0.3008243574
228	0.3008130765
229	0.3007982218
230	0.3007846749
231	0.3007673371
232	0.3007533689
233	0.3007364844
234	0.3007137716
235	0.300695605
236	0.300673783
237	0.300659637
238	0.3006397644
239	0.300614085
240	0.3005898023
241	0.3005734135
242	0.3005561176
243	0.3005360252
244	0.300513943
245	0.3004994387
246	0.300480798
247	0.3004618104
248	0.3004436248
249	0.3004199583
250	0.3003983797
251	0.3003817229
252	0.3003657266
253	0.3003490458
254	0.3003259643
255	0.3003151632
256	0.3003032408
257	0.3002904566
258	0.3002709896
259	0.3002604504
260	0.3002372802
261	0.3002153701
262	0.3001986061
263	0.3001844748
264	0.3001686466
265	0.3001555468
266	0.3001447776
267	0.3001315724
268	0.3001182291
269	0.3001045376
270	0.3000922084
271	0.3000820488
272	0.300065798
273	0.3000434224
274	0.3000326571
275	0.3000156264
276	0.299994267
277	0.2999750195
278	0.299956495
279	0.2999345667
280	0.2999224089
281	0.2999045174
282	0.2998860173
283	0.2998747206
284	0.2998608172
285	0.2998516084
286	0.2998388983
287	0.2998282919
288	0.299816216
289	0.2997964397
290	0.2997847531
291	0.2997692948
292	0.2997582822
293	0.2997399599
294	0.2997250653
295	0.299712925
296	0.2997010887
297	0.2996887281
298	0.2996709753
299	0.2996514846
300	0.2996358512
301	0.2996136232
302	0.2995963814
303	0.2995825022
304	0.2995718643
305	0.2995560605
306	0.2995447718
307	0.2995358054
308	0.2995206999
309	0.2995111755
310	0.2995014772
311	0.2994870292
312	0.2994775443
313	0.2994679205
314	0.2994543743
315	0.2994445322
316	0.2994234735
317	0.299409292
318	0.2993933578
319	0.2993746797
320	0.2993627335
321	0.2993517619
322	0.2993336686
323	0.2993202841
324	0.2992999649
325	0.2992858017
326	0.2992746181
327	0.2992614454
328	0.2992474286
329	0.2992328417
330	0.2992191982
331	0.2992043445
332	0.2991917639
333	0.2991807357
334	0.299163795
335	0.2991511254
336	0.2991330392
337	0.2991174138
338	0.2991001893
339	0.299093928
340	0.2990768484
341	0.299065162
342	0.2990493822
343	0.2990307189
344	0.2990152562
345	0.2990038783
346	0.2989925166
347	0.2989772975
348	0.2989678107
349	0.2989576006
350	0.2989458894
351	0.2989271762
352	0.2989127356
353	0.2989033312
354	0.2988961933
355	0.2988812259
356	0.298872772
357	0.2988578223
358	0.2988427345
359	0.2988260705
360	0.2988169047
361	0.2988007922
362	0.2987865224
363	0.2987720496
364	0.2987649205
365	0.2987525514
366	0.2987373974
367	0.2987283005
368	0.2987104556
369	0.298693515
370	0.2986794085
371	0.2986640437
372	0.2986511633
373	0.2986394942
374	0.2986240796
375	0.2986157143
376	0.2986024359
377	0.298590993
378	0.2985712649
379	0.2985623363
380	0.2985514949
381	0.2985325723
382	0.2985207642
383	0.2985038883
384	0.2984930295
385	0.2984814964
386	0.2984711749
387	0.2984626085
388	0.2984500933
389	0.2984359464
390	0.298422725
391	0.2984161387
392	0.2984056636
393	0.2983900538
394	0.2983754919
395	0.2983663344
396	0.2983495801
397	0.2983332158
398	0.2983198885
399	0.2983082182
400	0.2982936648
401	0.2982771211
402	0.2982655652
403	0.2982573627
404	0.2982453358
405	0.2982386028
406	0.2982251947
407	0.2982109661
408	0.2982001649
409	0.2981821031
410	0.2981757773
411	0.2981615489
412	0.2981514054
413	0.2981408716
414	0.2981278779
415	0.2981154359
416	0.2981046999
417	0.2980870186
418	0.2980756973
419	0.2980602183
420	0.2980457867
421	0.2980367006
422	0.2980256713
423	0.2980149599
424	0.2979988717
425	0.2979814516
426	0.29797251
427	0.297958379
428	0.2979451808
429	0.2979327715
430	0.2979168054
431	0.2979030887
432	0.2978897456
433	0.2978787577
434	0.2978615539
435	0.2978516467
436	0.2978383847
437	0.2978278509
438	0.2978154089
439	0.2978085058
440	0.2977992471
441	0.2977825666
442	0.2977664055
443	0.2977567416
444	0.2977441776
445	0.2977327024
446	0.2977218201
447	0.2977075185
448	0.2976935994
449	0.2976772596
450	0.29766187
451	0.2976469918
452	0.2976368889
453	0.2976224832
454	0.2976079951
455	0.29759911
456	0.2975865383
457	0.2975763739
458	0.297561349
459	0.2975484611
460	0.2975406966
461	0.2975300439
462	0.2975180895
463	0.2975034876
464	0.2974955301
465	0.2974825682
466	0.2974719049
467	0.2974625651
468	0.2974459734
469	0.297435318
470	0.2974179303
471	0.2974064875
472	0.297394736
473	0.2973884984
474	0.2973791509
475	0.2973647275
476	0.2973528704
477	0.2973433365
478	0.29733178
479	0.2973142441
480	0.2973019974
481	0.2972896856
482	0.297274815
483	0.2972633806
484	0.2972544795
485	0.2972383426
486	0.2972277769
487	0.2972136865
488	0.2972041196
489	0.2971966726
490	0.2971830858
491	0.2971662991
492	0.2971522978
493	0.297138451
494	0.2971296313
495	0.2971141118
496	0.2971021083
497	0.2970941088
498	0.2970846149
499	0.2970763068
500	0.2970589354
501	0.2970442601
502	0.2970303804
503	0.2970174026
504	0.2970033937
505	0.2969918371
506	0.2969801587
507	0.2969688129
508	0.2969573364
509	0.296948614
510	0.2969301544
511	0.2969204901
512	0.2969058718
513	0.2968968734
514	0.2968876729
515	0.2968770666
516	0.2968654057
517	0.2968459713
518	0.2968397417
519	0.2968294117
520	0.2968168239
521	0.2968095652
522	0.2967997543
523	0.296792161
524	0.2967778433
525	0.2967674713
526	0.2967498807
527	0.2967358149
528	0.2967266052
529	0.2967125962
530	0.2967011907
531	0.2966864587
532	0.2966720402
533	0.2966607755
534	0.2966480334
535	0.2966359405
536	0.296624595
537	0.2966125105
538	0.2966040237
539	0.2965932712
540	0.2965802689
541	0.2965677784
542	0.2965598439
543	0.2965457372
544	0.2965322966
545	0.2965226161
546	0.2965114975
547	0.2964982677
548	0.2964883435
549	0.2964789382
550	0.2964654325
551	0.2964567749
552	0.2964442435
553	0.2964312736
554	0.2964178324
555	0.2964077868
556	0.2963954833
557	0.2963826354
558	0.296367002
559	0.2963603992
560	0.2963482579
561	0.296332867
562	0.2963261442
563	0.2963151474
564	0.2963043222
565	0.2962916938
566	0.2962767101
567	0.2962643982
568	0.2962565122
569	0.2962475462
570	0.2962368259
571	0.2962220766
572	0.2962129646
573	0.2962076769
574	0.2961987273
575	0.2961831286
576	0.296173359
577	0.2961600733
578	0.2961435944
579	0.2961338732
580	0.2961204409
581	0.2961043132
582	0.2960916435
583	0.2960794048
584	0.2960691558
585	0.2960570957
586	0.2960436794
587	0.2960305148
588	0.2960181214
589	0.2960080231
590	0.2959925571
591	0.2959835598
592	0.2959736518
593	0.2959592042
594	0.2959472009
595	0.2959349541
596	0.2959224717
597	0.2959130104
598	0.2958986763
599	0.2958855361
600	0.2958747997
601	0.2958650481
602	0.2958528654
603	0.2958383612
604	0.2958280066
605	0.295816109
606	0.2958041951
607	0.2957960489
608	0.2957842893
609	0.2957737805
610	0.2957620128
611	0.2957513171
612	0.2957348309
613	0.2957243464
614	0.2957148697
615	0.2957018357
616	0.2956952494
617	0.295685496
618	0.2956781786
619	0.2956670605
620	0.2956519385
621	0.2956403006
622	0.2956307418
623	0.2956220349
624	0.2956134268
625	0.2955987336
626	0.2955855526
627	0.2955732259
628	0.2955630012
629	0.2955433316
630	0.2955352836
631	0.2955275261
632	0.2955179674
633	0.2955088961
634	0.2954996212
635	0.2954882188
636	0.2954803731
637	0.2954672246
638	0.2954573248
639	0.2954451917
640	0.2954361121
641	0.2954235161
642	0.2954056248
643	0.2953927119
644	0.2953819423
645	0.2953704665
646	0.295360989
647	0.2953472402
648	0.2953347493
649	0.295319928
650	0.2953088993
651	0.2952986178
652	0.2952904315
653	0.2952768932
654	0.295268504
655	0.2952601716
656	0.2952415252
657	0.2952333612
658	0.2952259622
659	0.2952142671
660	0.2952061377
661	0.2951934525
662	0.2951816014
663	0.2951685907
664	0.2951573671
665	0.2951484976
666	0.2951324824
667	0.2951229076
668	0.2951110186
669	0.2950959449
670	0.2950788495
671	0.2950704282
672	0.295058157
673	0.2950462593
674	0.2950315436
675	0.2950224727
676	0.2950120348
677	0.2950006
678	0.2949922107
679	0.2949815067
680	0.294971818
681	0.2949579226
682	0.2949452535
683	0.2949372692
684	0.2949263211
685	0.29491781
686	0.2949056686
687	0.2948940882
688	0.2948829538
689	0.2948732651
690	0.2948639421
691	0.2948500458
692	0.294838595
693	0.2948244398
694	0.2948097651
695	0.2947990452
696	0.2947930355
697	0.2947840486
698	0.2947781201
699	0.2947645586
700	0.2947506957
701	0.2947342257
702	0.2947227909
703	0.2947144747
704	0.2947065809
705	0.2946985002
706	0.2946837358
707	0.2946749892
708	0.2946646344
709	0.2946565944
710	0.2946443803
711	0.2946333516
712	0.2946212103
713	0.2946123663
714	0.2946055201
715	0.2945958968
716	0.2945867926
717	0.2945762185
718	0.2945687062
719	0.2945554525
720	0.2945448949
721	0.2945345402
722	0.2945222866
723	0.2945120382
724	0.2945039007
725	0.2944945694
726	0.294483979
727	0.2944744611
728	0.294464204
729	0.2944547915
730	0.2944426986
731	0.294432344
732	0.2944221597
733	0.2944115126
734	0.2944019183
735	0.2943907026
736	0.2943769939
737	0.2943653803
738	0.2943506967
739	0.294338531
740	0.2943286554
741	0.2943211027
742	0.2943124697
743	0.2943012137
744	0.2942914763
745	0.2942795868
746	0.2942686875
747	0.2942566928
748	0.294246858
749	0.2942385419
750	0.2942307345
751	0.2942179432
752	0.2942068189
753	0.2941996804
754	0.2941855261
755	0.2941727011
756	0.2941614206
757	0.2941509608
758	0.2941431724
759	0.2941312906
760	0.2941198234
761	0.2941071136
762	0.2940994958
763	0.2940884585
764	0.2940791923
765	0.2940708019
766	0.294064175
767	0.294054867
768	0.2940384217
769	0.2940296997
770	0.2940190527
771	0.2940137024
772	0.2939996689
773	0.2939914909
774	0.293983565
775	0.2939715214
776	0.2939611263
777	0.2939517705
778	0.2939406928
779	0.2939331725
780	0.2939201379
781	0.2939103436
782	0.2938957904
783	0.2938847049
784	0.2938737899
785	0.2938621603
786	0.2938544771
787	0.2938432693
788	0.2938278876
789	0.2938182961
790	0.2938067644
791	0.2937971163
792	0.2937837891
793	0.2937714125
794	0.2937635512
795	0.2937514017
796	0.2937399994
797	0.2937301397
798	0.2937226766
799	0.2937083342
800	0.2937013499
801	0.2936876493
802	0.2936784801
803	0.2936659967
804	0.2936586225
805	0.2936480728
806	0.2936357686
807	0.2936230263
808	0.2936156685
809	0.2936020004
810	0.2935932526
811	0.2935792675
812	0.2935619282
813	0.2935507858
814	0.2935411295
815	0.2935320908
816	0.2935212083
817	0.2935121693
818	0.2934998736
819	0.2934883578
820	0.293477719
821	0.2934707185
822	0.2934559457
823	0.2934437638
824	0.2934327107
825	0.2934189528
826	0.2934072755
827	0.2933971563
828	0.2933879714
829	0.2933754641
830	0.2933662384
831	0.2933560219
832	0.2933428412
833	0.2933344196
834	0.2933211342
835	0.2933129481
836	0.293303162
837	0.2932939112
838	0.2932824766
839	0.2932736081
840	0.2932658848
841	0.2932586165
842	0.2932497481
843	0.2932404086
844	0.2932281212
845	0.2932149089
846	0.2932053908
847	0.2931921932
848	0.2931833657
849	0.2931763344
850	0.2931695369
851	0.2931560801
852	0.2931467001
853	0.2931374013
854	0.2931306851
855	0.2931189174
856	0.293107741
857	0.2930981898
858	0.2930898087
859	0.2930816543
860	0.2930698059
861	0.2930596135
862	0.2930503319
863	0.2930411404
864	0.2930337176
865	0.2930236391
866	0.2930172395
867	0.2930056598
868	0.2929928519
869	0.2929880346
870	0.2929803923
871	0.2929711504
872	0.2929580096
873	0.2929505628
874	0.292941824
875	0.2929352945
876	0.2929225437
877	0.29291413
878	0.292905471
879	0.2928896514
880	0.2928798653
881	0.2928688773
882	0.2928556316
883	0.2928479001
884	0.2928405748
885	0.2928307645
886	0.2928198501
887	0.2928105268
888	0.2928010171
889	0.2927923111
890	0.2927809821
891	0.2927649579
892	0.2927507049
893	0.2927390266
894	0.2927303368
895	0.2927160356
896	0.292705949
897	0.2926914038
898	0.2926790188
899	0.292670865
900	0.2926595106
901	0.2926504554
902	0.2926361214
903	0.2926243211
904	0.2926136903
905	0.2926028877
906	0.2925957897
907	0.2925815259
908	0.2925698964
909	0.2925607268
910	0.2925536128
911	0.2925393604
912	0.2925321
913	0.2925209911
914	0.2925096581
915	0.2925007418
916	0.2924886655
917	0.2924773841
918	0.2924692381
919	0.2924596133
920	0.2924547812
921	0.2924481866
922	0.2924378423
923	0.2924304922
924	0.2924223058
925	0.2924071025
926	0.2923947907
927	0.2923858186
928	0.2923792663
929	0.2923673279
930	0.2923557369
931	0.292349849
932	0.2923394943
933	0.2923293912
934	0.2923217332
935	0.2923073829
936	0.2922960456
937	0.2922887927
938	0.2922781205
939	0.2922665153
940	0.2922613098
941	0.2922475442
942	0.2922344768
943	0.2922232051
944	0.2922132891
945	0.292206094
946	0.2921973072
947	0.2921876998
948	0.2921772246
949	0.2921710199
950	0.2921628908
951	0.2921536974
952	0.2921396556
953	0.292129274
954	0.2921181803
955	0.2921109038
956	0.2920971538
957	0.2920887319
958	0.2920790188
959	0.2920733095
960	0.2920623554
961	0.2920522199
962	0.2920423689
963	0.2920349459
964	0.2920277587
965	0.2920205147
966	0.292013628
967	0.292000569
968	0.2919937633
969	0.2919805908
970	0.2919699194
971	0.2919593209
972	0.2919454414
973	0.2919332676
974	0.2919184949
975	0.2919068571
976	0.2918949104
977	0.2918833373
978	0.2918758901
979	0.2918603462
980	0.2918517612
981	0.2918425357
982	0.2918337485
983	0.2918256191
984	0.2918148672
985	0.2918039033
986	0.2917958065
987	0.2917877498
988	0.2917793118
989	0.2917675608
990	0.2917596749
991	0.2917521225
992	0.2917399002
993	0.2917288706
994	0.2917177042
995	0.2917071069
996	0.2916966711
997	0.2916824987
998	0.2916715759
999	0.2916566733
1000	0.2916502656
1001	0.2916359154
1002	0.2916240182
1003	0.2916131276
1004	0.2916045262
1005	0.2915955037
1006	0.2915892827
1007	0.2915818924
1008	0.2915708968
1009	0.291560729
1010	0.2915463303
1011	0.2915344325
1012	0.2915211705
1013	0.2915093214
1014	0.291499657
1015	0.2914863141
1016	0.2914765354
1017	0.2914662213
1018	0.2914550545
1019	0.2914438797
1020	0.2914340368
1021	0.2914245111
1022	0.2914165602
1023	0.2914103874
1024	0.2913994967
1025	0.2913861292
1026	0.2913733217
1027	0.2913639827
1028	0.2913576074
1029	0.2913496879
1030	0.2913413965
1031	0.2913346316
1032	0.2913234732
1033	0.2913145967
1034	0.2913058471
1035	0.2912943717
1036	0.2912850406
1037	0.2912729551
1038	0.2912640214
1039	0.2912562252
1040	0.29124449
1041	0.2912347689
1042	0.2912260141
1043	0.2912172106
1044	0.2912065636
1045	0.2911932689
1046	0.2911816555
1047	0.2911703994
1048	0.2911643733
1049	0.2911575761
1050	0.2911487002
1051	0.2911345524
1052	0.2911256424
1053	0.291117608
1054	0.2911114276
1055	0.2911054423
1056	0.2910935271
1057	0.291087152
1058	0.2910802813
1059	0.2910720138
1060	0.2910579638
1061	0.2910470651
1062	0.2910359798
1063	0.2910263485
1064	0.2910176749
1065	0.2910047027
1066	0.2909975878
1067	0.2909908147
1068	0.2909822234
1069	0.290976563
1070	0.2909678976
1071	0.2909592165
1072	0.2909487485
1073	0.2909416259
1074	0.2909310923
1075	0.2909214448
1076	0.2909115277
1077	0.2908988588
1078	0.2908892826
1079	0.2908805679
1080	0.2908664457
1081	0.290856408
1082	0.2908494642
1083	0.290842066
1084	0.2908321897
1085	0.2908218187
1086	0.2908102371
1087	0.2908048119
1088	0.2907984528
1089	0.2907904209
1090	0.2907814957
1091	0.2907702081
1092	0.2907595694
1093	0.290751171
1094	0.2907439265
1095	0.2907331011
1096	0.2907223328
1097	0.2907143178
1098	0.2907036711
1099	0.2906933815
1100	0.2906846426
1101	0.2906744181
1102	0.2906631052
1103	0.2906531544
1104	0.2906468019
1105	0.2906341546
1106	0.2906281208
1107	0.2906189355
1108	0.2906092062
1109	0.2906005893
1110	0.2905955216
1111	0.2905847052
1112	0.2905743993
1113	0.2905634694
1114	0.2905498825
1115	0.2905413258
1116	0.2905322961
1117	0.2905227127
1118	0.2905119671
1119	0.2905045686
1120	0.2904986232
1121	0.2904900633
1122	0.2904808212
1123	0.2904732847
1124	0.2904614846
1125	0.2904482145
1126	0.29043894
1127	0.2904301528
1128	0.2904188483
1129	0.2904116445
1130	0.290401834
1131	0.2903922509
1132	0.2903830989
1133	0.2903759929
1134	0.2903631531
1135	0.2903535618
1136	0.2903420701
1137	0.2903364357
1138	0.2903242051
1139	0.2903138506
1140	0.2903069312
1141	0.2902994107
1142	0.2902872447
1143	0.2902765811
1144	0.2902640008
1145	0.2902508362
1146	0.2902386868
1147	0.290233221
1148	0.2902262689
1149	0.2902133869
1150	0.2902056718
1151	0.2901957727
1152	0.2901863603
1153	0.2901775813
1154	0.2901690129
1155	0.2901568393
1156	0.2901469151
1157	0.2901315982
1158	0.2901208131
1159	0.2901061704
1160	0.2901026945
1161	0.2900930047
1162	0.290077614
1163	0.2900663169
1164	0.2900563277
1165	0.2900475162
1166	0.2900422292
1167	0.2900321994
1168	0.2900222997
1169	0.2900099552
1170	0.2899959692
1171	0.2899832514
1172	0.2899771196
1173	0.2899679994
1174	0.289962183
1175	0.2899470614
1176	0.2899366174
1177	0.2899240374
1178	0.2899095738
1179	0.2898983096
1180	0.2898862245
1181	0.2898748629
1182	0.2898597973
1183	0.2898567274
1184	0.2898442208
1185	0.289836229
1186	0.2898276367
1187	0.2898148538
1188	0.2898047347
1189	0.2897968652
1190	0.2897918463
1191	0.2897842687
1192	0.2897732966
1193	0.289761001
1194	0.2897525303
1195	0.2897422892
1196	0.2897338841
1197	0.2897307411
1198	0.2897211011
1199	0.2897093657
1200	0.2896969889
1201	0.2896856016
1202	0.2896733786
1203	0.2896680673
1204	0.2896575825
1205	0.2896488848
1206	0.2896403899
1207	0.2896278832
1208	0.2896189987
1209	0.2896108905
1210	0.2896054975
1211	0.2895955337
1212	0.289589167
1213	0.2895833606
1214	0.2895767178
1215	0.2895665986
1216	0.2895552667
1217	0.2895491026
1218	0.2895369455
1219	0.2895300505
1220	0.2895237651
1221	0.2895117946
1222	0.2895008633
1223	0.289491743
1224	0.2894804867
1225	0.2894747447
1226	0.2894675982
1227	0.2894589977
1228	0.2894505028
1229	0.2894445095
1230	0.2894351295
1231	0.2894253996
1232	0.2894190007
1233	0.2894116592
1234	0.2893978366
1235	0.2893859553
1236	0.2893802134
1237	0.2893732617
1238	0.2893680479
1239	0.2893615586
1240	0.2893549557
1241	0.2893432446
1242	0.289334498
1243	0.2893255727
1244	0.2893176625
1245	0.289311425
1246	0.2893021098
1247	0.2892959215
1248	0.289283041
1249	0.2892721423
1250	0.2892631521
1251	0.2892568499
1252	0.2892515301
1253	0.289245155
1254	0.2892418739
1255	0.2892300656
1256	0.2892212295
1257	0.2892124098
1258	0.2892014391
1259	0.2891928832
1260	0.2891822277
1261	0.2891735297
1262	0.2891688438
1263	0.2891587138
1264	0.2891476526
1265	0.2891391867
1266	0.2891323139
1267	0.2891216427
1268	0.2891138218
1269	0.2891039136
1270	0.2890942898
1271	0.2890828991
1272	0.2890733537
1273	0.2890678473
1274	0.2890535454
1275	0.2890458704
1276	0.2890385365
1277	0.2890291076
1278	0.2890229921
1279	0.289010891
1280	0.2890037611
1281	0.2889994407
1282	0.2889865523
1283	0.2889809564
1284	0.2889696759
1285	0.2889639504
1286	0.2889524183
1287	0.2889392778
1288	0.2889302703
1289	0.2889221652
1290	0.2889145069
1291	0.2889038679
1292	0.2888945772
1293	0.2888829559
1294	0.2888766373
1295	0.2888693765
1296	0.2888611654
1297	0.2888500635
1298	0.2888424539
1299	0.2888302556
1300	0.2888188452
1301	0.2888073376
1302	0.288796252
1303	0.2887864574
1304	0.2887771992
1305	0.2887692157
1306	0.2887595318
1307	0.2887485113
1308	0.2887422904
1309	0.2887317164
1310	0.2887244397
1311	0.2887162208
1312	0.2887046319
1313	0.2886931075
1314	0.2886837042
1315	0.2886735689
1316	0.2886606639
1317	0.2886578377
1318	0.2886474588
1319	0.2886372991
1320	0.2886281383
1321	0.2886174264
1322	0.2886063156
1323	0.2885951577
1324	0.2885870364
1325	0.2885805318
1326	0.2885737343
1327	0.2885651335
1328	0.2885542265
1329	0.2885447323
1330	0.2885345805
1331	0.2885216026
1332	0.2885107934
1333	0.2885010966
1334	0.2884987414
1335	0.2884863889
1336	0.2884834409
1337	0.2884735651
1338	0.2884653542
1339	0.2884560704
1340	0.2884470397
1341	0.2884365307
1342	0.2884284419
1343	0.2884215224
1344	0.2884141077
1345	0.2884033228
1346	0.2883955995
1347	0.2883820286
1348	0.2883732007
1349	0.2883627241
1350	0.288355862
1351	0.2883490889
1352	0.2883413983
1353	0.2883321075
1354	0.288324969
1355	0.2883152973
1356	0.2883026118
1357	0.288294726
1358	0.2882815694
1359	0.2882733101
1360	0.2882611932
1361	0.2882492698
1362	0.288239175
1363	0.288231476
1364	0.2882247682
1365	0.2882152672
1366	0.2882067886
1367	0.2881955086
1368	0.2881872164
1369	0.288176724
1370	0.2881688951
1371	0.2881590057
1372	0.2881503301
1373	0.2881441822
1374	0.2881320902
1375	0.2881236034
1376	0.2881122984
1377	0.288105502
1378	0.2880972264
1379	0.2880907943
1380	0.2880779466
1381	0.2880695817
1382	0.2880585641
1383	0.2880527491
1384	0.2880434265
1385	0.2880338027
1386	0.2880291411
1387	0.2880194518
1388	0.2880081881
1389	0.2880020809
1390	0.2879936594
1391	0.2879839452
1392	0.287974021
1393	0.2879672931
1394	0.2879589851
1395	0.287950279
1396	0.2879410788
1397	0.2879321865
1398	0.2879230584
1399	0.2879170971
1400	0.2879061578
1401	0.2879001828
1402	0.2878913559
1403	0.2878827962
1404	0.2878722629
1405	0.2878626229
1406	0.2878554844
1407	0.2878465474
1408	0.2878390355
1409	0.2878326439
1410	0.2878273248
1411	0.2878198855
1412	0.2878112967
1413	0.2877987664
1414	0.2877938368
1415	0.2877861263
1416	0.2877743343
1417	0.2877617382
1418	0.2877553874
1419	0.287742442
1420	0.2877315182
1421	0.2877237207
1422	0.2877145923
1423	0.287707072
1424	0.2876978055
1425	0.2876881901
1426	0.2876792646
1427	0.2876720532
1428	0.2876627016
1429	0.2876577717
1430	0.2876520543
1431	0.2876441523
1432	0.2876353143
1433	0.2876295162
1434	0.2876209537
1435	0.2876115489
1436	0.2876039335
1437	0.2875941559
1438	0.2875878954
1439	0.2875812621
1440	0.2875737583
1441	0.2875675618
1442	0.2875598385
1443	0.2875472912
1444	0.2875357754
1445	0.2875296936
1446	0.2875186651
1447	0.2875088551
1448	0.2874966894
1449	0.2874818511
1450	0.2874743516
1451	0.2874673677
1452	0.2874578823
1453	0.2874481137
1454	0.2874397971
1455	0.2874288416
1456	0.2874182676
1457	0.2874086927
1458	0.2874003761
1459	0.2873893627
1460	0.2873819063
1461	0.2873746052
1462	0.2873677832
1463	0.2873563561
1464	0.2873460183
1465	0.2873365736
1466	0.28732937
1467	0.2873216385
1468	0.2873115669
1469	0.2873011311
1470	0.287293692
1471	0.2872827608
1472	0.2872767038
1473	0.2872696142
1474	0.287259739
1475	0.2872544276
1476	0.2872450236
1477	0.287233394
1478	0.2872225999
1479	0.2872152338
1480	0.2872062999
1481	0.2871954666
1482	0.2871905287
1483	0.2871848032
1484	0.2871795894
1485	0.2871700147
1486	0.2871582866
1487	0.2871472007
1488	0.2871398753
1489	0.2871286192
1490	0.2871197184
1491	0.2871130914
1492	0.2871025333
1493	0.2870937141
1494	0.2870809559
1495	0.2870756933
1496	0.2870664035
1497	0.2870573469
1498	0.2870454721
1499	0.2870368882
1500	0.2870281257
1501	0.2870177052
1502	0.2870073831
1503	0.2869956238
1504	0.2869885826
1505	0.2869817038
1506	0.2869728589
1507	0.286967255
1508	0.2869576638
1509	0.2869506871
1510	0.2869435642
