iter	Logloss
1511	0.2869343694
1512	0.2869236002
1513	0.2869119875
1514	0.2869035576
1515	0.2868932275
1516	0.2868863405
1517	0.2868757248
1518	0.2868663688
1519	0.2868527011
1520	0.2868434673
1521	0.2868365806
1522	0.2868307171
1523	0.2868214347
1524	0.2868151001
1525	0.2868086761
1526	0.2867992879
1527	0.2867880884
1528	0.2867819483
1529	0.2867693117
1530	0.2867609794
1531	0.2867477173
1532	0.2867331727
1533	0.2867261479
1534	0.2867162802
1535	0.2867066811
1536	0.2866991202
1537	0.28668451
1538	0.2866769654
1539	0.2866659204
1540	0.2866586438
1541	0.2866481836
1542	0.2866432378
1543	0.2866323065
1544	0.2866209668
1545	0.2866108881
1546	0.2866049758
1547	0.2865945969
1548	0.2865889688
1549	0.2865815867
1550	0.2865768764
1551	0.2865694694
1552	0.2865592365
1553	0.2865503116
1554	0.2865434166
1555	0.2865335977
1556	0.2865239497
1557	0.2865166648
1558	0.2865071382
1559	0.2864984728
1560	0.2864878916
1561	0.2864795427
1562	0.2864725261
1563	0.2864643966
1564	0.2864554378
1565	0.2864459357
1566	0.2864415178
1567	0.2864293193
1568	0.2864209869
1569	0.2864095763
1570	0.2863982396
1571	0.2863887213
1572	0.286379528
1573	0.2863687915
1574	0.2863590298
1575	0.2863480092
1576	0.2863360872
1577	0.2863290136
1578	0.2863209329
1579	0.2863135591
1580	0.2863018319
1581	0.2862971622
1582	0.2862944334
1583	0.2862912985
1584	0.2862869292
1585	0.2862755186
1586	0.2862675357
1587	0.2862527629
1588	0.2862454828
1589	0.2862370205
1590	0.2862230276
1591	0.2862148901
1592	0.2862092693
1593	0.2862028049
1594	0.286196121
1595	0.2861869117
1596	0.2861779304
1597	0.2861701746
1598	0.2861575299
1599	0.2861497981
1600	0.286142765
1601	0.2861345869
1602	0.286125338
1603	0.2861121815
1604	0.2861025741
1605	0.2860942419
1606	0.2860851299
1607	0.2860800784
1608	0.2860712822
1609	0.2860625372
1610	0.2860519796
1611	0.286041186
1612	0.2860325369
1613	0.2860223687
1614	0.28601402
1615	0.2860060046
1616	0.2859969078
1617	0.2859874289
1618	0.2859809481
1619	0.2859711701
1620	0.2859616601
1621	0.2859552849
1622	0.2859451253
1623	0.2859351926
1624	0.2859251954
1625	0.2859180649
1626	0.2859121699
1627	0.2859031555
1628	0.2858952537
1629	0.2858892846
1630	0.2858833155
1631	0.2858767774
1632	0.2858663009
1633	0.2858574725
1634	0.2858493918
1635	0.2858421799
1636	0.285831931
1637	0.2858294051
1638	0.2858243127
1639	0.2858168414
1640	0.2858010779
1641	0.2857930629
1642	0.2857824325
1643	0.2857727679
1644	0.285763201
1645	0.2857545358
1646	0.2857439457
1647	0.2857329147
1648	0.285726304
1649	0.285716851
1650	0.2857073652
1651	0.2857028091
1652	0.2856934698
1653	0.2856850483
